inventory_id,snapshot_date,product_id,region_id,opening_inventory,received_units,closing_inventory
61,2025-07-01,P013,R01,400,0,352
62,2025-07-01,P013,R02,400,0,350
63,2025-07-01,P013,R03,400,0,348
64,2025-07-01,P013,R04,400,0,349
65,2025-07-01,P013,R05,400,0,356
66,2025-07-01,P014,R01,300,0,270
67,2025-07-01,P014,R02,300,0,266
68,2025-07-01,P014,R03,300,0,267
69,2025-07-01,P014,R04,300,0,268
70,2025-07-01,P014,R05,300,0,260
71,2025-07-01,P015,R01,550,0,456
72,2025-07-01,P015,R02,550,0,463
73,2025-07-01,P015,R03,550,0,470
74,2025-07-01,P015,R04,550,0,483
75,2025-07-01,P015,R05,550,0,464
76,2025-07-01,P016,R01,550,0,474
77,2025-07-01,P016,R02,550,0,479
78,2025-07-01,P016,R03,550,0,479
79,2025-07-01,P016,R04,550,0,472
80,2025-07-01,P016,R05,550,0,479
81,2025-07-01,P017,R01,450,0,386
82,2025-07-01,P017,R02,450,0,380
83,2025-07-01,P017,R03,450,0,389
84,2025-07-01,P017,R04,450,0,393
85,2025-07-01,P017,R05,450,0,378
86,2025-07-01,P018,R01,250,0,215
87,2025-07-01,P018,R02,250,0,220
88,2025-07-01,P018,R03,250,0,220
89,2025-07-01,P018,R04,250,0,220
90,2025-07-01,P018,R05,250,0,214
91,2025-07-02,P001,R01,1044,0,882
92,2025-07-02,P001,R02,925,0,582
93,2025-07-02,P001,R03,1039,0,887
94,2025-07-02,P001,R04,934,0,646
95,2025-07-02,P001,R05,1013,0,827
96,2025-07-02,P002,R01,702,0,607
97,2025-07-02,P002,R02,691,0,572
98,2025-07-02,P002,R03,704,0,586
99,2025-07-02,P002,R04,698,0,585
100,2025-07-02,P002,R05,688,0,584
101,2025-07-02,P003,R01,528,0,441
102,2025-07-02,P003,R02,524,0,450
103,2025-07-02,P003,R03,513,0,431
104,2025-07-02,P003,R04,515,0,433
105,2025-07-02,P003,R05,524,0,429
106,2025-07-02,P004,R01,429,0,352
107,2025-07-02,P004,R02,424,0,359
108,2025-07-02,P004,R03,441,0,371
109,2025-07-02,P004,R04,424,0,361
110,2025-07-02,P004,R05,426,0,348
111,2025-07-02,P005,R01,1395,0,1155
112,2025-07-02,P005,R02,1364,0,1116
113,2025-07-02,P005,R03,1328,0,1078
114,2025-07-02,P005,R04,1304,0,982
115,2025-07-02,P005,R05,1390,0,1175
116,2025-07-02,P006,R01,782,0,637
117,2025-07-02,P006,R02,751,0,615
118,2025-07-02,P006,R03,761,0,615
119,2025-07-02,P006,R04,753,0,617
120,2025-07-02,P006,R05,756,0,642
121,2025-07-02,P007,R01,340,0,284
122,2025-07-02,P007,R02,332,0,281
123,2025-07-02,P007,R03,343,0,276
124,2025-07-02,P007,R04,340,0,274
125,2025-07-02,P007,R05,335,0,270
126,2025-07-02,P008,R01,395,0,345
127,2025-07-02,P008,R02,411,0,380
128,2025-07-02,P008,R03,400,0,345
129,2025-07-02,P008,R04,393,0,332
130,2025-07-02,P008,R05,412,0,373
131,2025-07-02,P009,R01,364,0,325
132,2025-07-02,P009,R02,363,0,329
133,2025-07-02,P009,R03,366,0,323
134,2025-07-02,P009,R04,364,0,321
135,2025-07-02,P009,R05,365,0,330
136,2025-07-02,P010,R01,272,0,243
137,2025-07-02,P010,R02,269,0,239
138,2025-07-02,P010,R03,272,0,245
139,2025-07-02,P010,R04,272,0,239
140,2025-07-02,P010,R05,273,0,244
141,2025-07-02,P011,R01,318,0,287
142,2025-07-02,P011,R02,311,0,276
143,2025-07-02,P011,R03,314,0,277
144,2025-07-02,P011,R04,314,0,283
145,2025-07-02,P011,R05,319,0,286
146,2025-07-02,P012,R01,436,0,368
147,2025-07-02,P012,R02,441,0,373
148,2025-07-02,P012,R03,448,0,396
149,2025-07-02,P012,R04,418,0,346
150,2025-07-02,P012,R05,438,0,385
151,2025-07-02,P013,R01,352,0,308
152,2025-07-02,P013,R02,350,0,305
153,2025-07-02,P013,R03,348,0,299
154,2025-07-02,P013,R04,349,0,305
155,2025-07-02,P013,R05,356,0,313
156,2025-07-02,P014,R01,270,0,239
157,2025-07-02,P014,R02,266,0,229
158,2025-07-02,P014,R03,267,0,234
159,2025-07-02,P014,R04,268,0,228
160,2025-07-02,P014,R05,260,0,221
161,2025-07-02,P015,R01,456,0,383
162,2025-07-02,P015,R02,463,0,378
163,2025-07-02,P015,R03,470,0,390
164,2025-07-02,P015,R04,483,0,420
165,2025-07-02,P015,R05,464,0,396
166,2025-07-02,P016,R01,474,0,387
167,2025-07-02,P016,R02,479,0,401
168,2025-07-02,P016,R03,479,0,403
169,2025-07-02,P016,R04,472,0,389
170,2025-07-02,P016,R05,479,0,395
171,2025-07-02,P017,R01,386,0,329
172,2025-07-02,P017,R02,380,0,325
173,2025-07-02,P017,R03,389,0,328
174,2025-07-02,P017,R04,393,0,332
175,2025-07-02,P017,R05,378,0,316
176,2025-07-02,P018,R01,215,0,178
177,2025-07-02,P018,R02,220,0,184
178,2025-07-02,P018,R03,220,0,180
179,2025-07-02,P018,R04,220,0,190
180,2025-07-02,P018,R05,214,0,181
181,2025-07-03,P001,R01,882,0,730
182,2025-07-03,P001,R02,582,0,287
183,2025-07-03,P001,R03,887,0,740
184,2025-07-03,P001,R04,646,0,410
185,2025-07-03,P001,R05,827,0,672
186,2025-07-03,P002,R01,607,0,481
187,2025-07-03,P002,R02,572,0,462
188,2025-07-03,P002,R03,586,0,462
189,2025-07-03,P002,R04,585,0,472
190,2025-07-03,P002,R05,584,0,488
191,2025-07-03,P003,R01,441,0,345
192,2025-07-03,P003,R02,450,0,358
193,2025-07-03,P003,R03,431,0,336
194,2025-07-03,P003,R04,433,0,339
195,2025-07-03,P003,R05,429,0,337
196,2025-07-03,P004,R01,352,0,290
197,2025-07-03,P004,R02,359,0,290
198,2025-07-03,P004,R03,371,0,308
199,2025-07-03,P004,R04,361,0,294
200,2025-07-03,P004,R05,348,0,288
201,2025-07-03,P005,R01,1155,0,947
202,2025-07-03,P005,R02,1116,0,814
203,2025-07-03,P005,R03,1078,0,855
204,2025-07-03,P005,R04,982,0,644
205,2025-07-03,P005,R05,1175,0,939
206,2025-07-03,P006,R01,637,0,506
207,2025-07-03,P006,R02,615,0,462
208,2025-07-03,P006,R03,615,0,460
209,2025-07-03,P006,R04,617,0,480
210,2025-07-03,P006,R05,642,0,499
211,2025-07-03,P007,R01,284,0,231
212,2025-07-03,P007,R02,281,0,225
213,2025-07-03,P007,R03,276,0,208
214,2025-07-03,P007,R04,274,0,213
215,2025-07-03,P007,R05,270,0,210
216,2025-07-03,P008,R01,345,0,287
217,2025-07-03,P008,R02,380,0,349
218,2025-07-03,P008,R03,345,0,295
219,2025-07-03,P008,R04,332,0,278
220,2025-07-03,P008,R05,373,0,324
221,2025-07-03,P009,R01,325,0,290
222,2025-07-03,P009,R02,329,0,284
223,2025-07-03,P009,R03,323,0,289
224,2025-07-03,P009,R04,321,0,285
225,2025-07-03,P009,R05,330,0,289
226,2025-07-03,P010,R01,243,0,212
227,2025-07-03,P010,R02,239,0,212
228,2025-07-03,P010,R03,245,0,219
229,2025-07-03,P010,R04,239,0,206
230,2025-07-03,P010,R05,244,0,217
231,2025-07-03,P011,R01,287,0,252
232,2025-07-03,P011,R02,276,0,240
233,2025-07-03,P011,R03,277,0,243
234,2025-07-03,P011,R04,283,0,248
235,2025-07-03,P011,R05,286,0,251
236,2025-07-03,P012,R01,368,0,301
237,2025-07-03,P012,R02,373,0,313
238,2025-07-03,P012,R03,396,0,339
239,2025-07-03,P012,R04,346,0,280
240,2025-07-03,P012,R05,385,0,327
241,2025-07-03,P013,R01,308,0,258
242,2025-07-03,P013,R02,305,0,260
243,2025-07-03,P013,R03,299,0,254
244,2025-07-03,P013,R04,305,0,254
245,2025-07-03,P013,R05,313,0,272
246,2025-07-03,P014,R01,239,0,204
247,2025-07-03,P014,R02,229,0,188
248,2025-07-03,P014,R03,234,0,193
249,2025-07-03,P014,R04,228,0,197
250,2025-07-03,P014,R05,221,0,189
251,2025-07-03,P015,R01,383,0,305
252,2025-07-03,P015,R02,378,0,274
253,2025-07-03,P015,R03,390,0,305
254,2025-07-03,P015,R04,420,0,343
255,2025-07-03,P015,R05,396,0,323
256,2025-07-03,P016,R01,387,0,318
257,2025-07-03,P016,R02,401,0,317
258,2025-07-03,P016,R03,403,0,322
259,2025-07-03,P016,R04,389,0,310
260,2025-07-03,P016,R05,395,0,307
261,2025-07-03,P017,R01,329,0,264
262,2025-07-03,P017,R02,325,0,272
263,2025-07-03,P017,R03,328,0,260
264,2025-07-03,P017,R04,332,0,273
265,2025-07-03,P017,R05,316,0,250
266,2025-07-03,P018,R01,178,0,139
267,2025-07-03,P018,R02,184,0,153
268,2025-07-03,P018,R03,180,0,150
269,2025-07-03,P018,R04,190,0,160
270,2025-07-03,P018,R05,181,0,146
271,2025-07-04,P001,R01,730,0,577
272,2025-07-04,P001,R02,287,914,0
273,2025-07-04,P001,R03,740,0,590
274,2025-07-04,P001,R04,410,0,126
275,2025-07-04,P001,R05,672,0,487
276,2025-07-04,P002,R01,481,0,383
277,2025-07-04,P002,R02,462,0,353
278,2025-07-04,P002,R03,462,0,358
279,2025-07-04,P002,R04,472,0,377
280,2025-07-04,P002,R05,488,0,367
281,2025-07-04,P003,R01,345,0,258
282,2025-07-04,P003,R02,358,0,280
283,2025-07-04,P003,R03,336,0,246
284,2025-07-04,P003,R04,339,0,254
285,2025-07-04,P003,R05,337,0,255
286,2025-07-04,P004,R01,290,0,231
287,2025-07-04,P004,R02,290,0,229
288,2025-07-04,P004,R03,308,0,230
289,2025-07-04,P004,R04,294,0,216
290,2025-07-04,P004,R05,288,0,218
291,2025-07-04,P005,R01,947,0,710
292,2025-07-04,P005,R02,814,0,544
293,2025-07-04,P005,R03,855,0,641
294,2025-07-04,P005,R04,644,0,367
295,2025-07-04,P005,R05,939,0,713
296,2025-07-04,P006,R01,506,0,355
297,2025-07-04,P006,R02,462,0,316
298,2025-07-04,P006,R03,460,0,311
299,2025-07-04,P006,R04,480,0,329
300,2025-07-04,P006,R05,499,0,376
301,2025-07-04,P007,R01,231,0,176
302,2025-07-04,P007,R02,225,0,173
303,2025-07-04,P007,R03,208,0,143
304,2025-07-04,P007,R04,213,0,147
305,2025-07-04,P007,R05,210,0,152
306,2025-07-04,P008,R01,287,0,232
307,2025-07-04,P008,R02,349,0,317
308,2025-07-04,P008,R03,295,0,240
309,2025-07-04,P008,R04,278,0,219
310,2025-07-04,P008,R05,324,0,273
311,2025-07-04,P009,R01,290,0,247
312,2025-07-04,P009,R02,284,0,240
313,2025-07-04,P009,R03,289,0,255
314,2025-07-04,P009,R04,285,0,243
315,2025-07-04,P009,R05,289,0,252
316,2025-07-04,P010,R01,212,0,179
317,2025-07-04,P010,R02,212,0,180
318,2025-07-04,P010,R03,219,0,186
319,2025-07-04,P010,R04,206,0,174
320,2025-07-04,P010,R05,217,0,190
321,2025-07-04,P011,R01,252,0,214
322,2025-07-04,P011,R02,240,0,210
323,2025-07-04,P011,R03,243,0,205
324,2025-07-04,P011,R04,248,0,210
325,2025-07-04,P011,R05,251,0,219
326,2025-07-04,P012,R01,301,0,236
327,2025-07-04,P012,R02,313,0,248
328,2025-07-04,P012,R03,339,0,289
329,2025-07-04,P012,R04,280,0,202
330,2025-07-04,P012,R05,327,0,272
331,2025-07-04,P013,R01,258,0,217
332,2025-07-04,P013,R02,260,0,217
333,2025-07-04,P013,R03,254,0,209
334,2025-07-04,P013,R04,254,0,201
335,2025-07-04,P013,R05,272,0,218
336,2025-07-04,P014,R01,204,0,171
337,2025-07-04,P014,R02,188,0,151
338,2025-07-04,P014,R03,193,0,159
339,2025-07-04,P014,R04,197,0,156
340,2025-07-04,P014,R05,189,0,153
341,2025-07-04,P015,R01,305,0,210
342,2025-07-04,P015,R02,274,0,193
343,2025-07-04,P015,R03,305,0,218
344,2025-07-04,P015,R04,343,0,281
345,2025-07-04,P015,R05,323,0,236
346,2025-07-04,P016,R01,318,0,247
347,2025-07-04,P016,R02,317,0,250
348,2025-07-04,P016,R03,322,0,247
349,2025-07-04,P016,R04,310,0,228
350,2025-07-04,P016,R05,307,0,235
351,2025-07-04,P017,R01,264,0,199
352,2025-07-04,P017,R02,272,0,209
353,2025-07-04,P017,R03,260,0,200
354,2025-07-04,P017,R04,273,0,209
355,2025-07-04,P017,R05,250,0,192
356,2025-07-04,P018,R01,139,0,102
357,2025-07-04,P018,R02,153,0,124
358,2025-07-04,P018,R03,150,0,111
359,2025-07-04,P018,R04,160,0,125
360,2025-07-04,P018,R05,146,0,109
361,2025-07-05,P001,R01,577,0,387
362,2025-07-05,P001,R02,0,927,519
363,2025-07-05,P001,R03,590,0,405
364,2025-07-05,P001,R04,126,1002,764
365,2025-07-05,P001,R05,487,0,282
366,2025-07-05,P002,R01,383,0,246
367,2025-07-05,P002,R02,353,0,212
368,2025-07-05,P002,R03,358,0,217
369,2025-07-05,P002,R04,377,0,241
370,2025-07-05,P002,R05,367,0,238
371,2025-07-05,P003,R01,258,0,152
372,2025-07-05,P003,R02,280,0,157
373,2025-07-05,P003,R03,246,0,131
374,2025-07-05,P003,R04,254,0,132
375,2025-07-05,P003,R05,255,0,142
376,2025-07-05,P004,R01,231,0,146
377,2025-07-05,P004,R02,229,0,137
378,2025-07-05,P004,R03,230,0,153
379,2025-07-05,P004,R04,216,0,131
380,2025-07-05,P004,R05,218,0,129
381,2025-07-05,P005,R01,710,0,423
382,2025-07-05,P005,R02,544,0,185
383,2025-07-05,P005,R03,641,0,333
384,2025-07-05,P005,R04,367,1206,1175
385,2025-07-05,P005,R05,713,0,404
386,2025-07-05,P006,R01,355,0,159
387,2025-07-05,P006,R02,316,0,125
388,2025-07-05,P006,R03,311,0,153
389,2025-07-05,P006,R04,329,0,176
390,2025-07-05,P006,R05,376,0,200
391,2025-07-05,P007,R01,176,0,95
392,2025-07-05,P007,R02,173,0,99
393,2025-07-05,P007,R03,143,0,58
394,2025-07-05,P007,R04,147,0,64
395,2025-07-05,P007,R05,152,0,70
396,2025-07-05,P008,R01,232,0,168
397,2025-07-05,P008,R02,317,0,275
398,2025-07-05,P008,R03,240,0,185
399,2025-07-05,P008,R04,219,0,155
400,2025-07-05,P008,R05,273,0,215
401,2025-07-05,P009,R01,247,0,190
402,2025-07-05,P009,R02,240,0,195
403,2025-07-05,P009,R03,255,0,205
404,2025-07-05,P009,R04,243,0,189
405,2025-07-05,P009,R05,252,0,205
406,2025-07-05,P010,R01,179,0,138
407,2025-07-05,P010,R02,180,0,142
408,2025-07-05,P010,R03,186,0,150
409,2025-07-05,P010,R04,174,0,134
410,2025-07-05,P010,R05,190,0,157
411,2025-07-05,P011,R01,214,0,166
412,2025-07-05,P011,R02,210,0,161
413,2025-07-05,P011,R03,205,0,165
414,2025-07-05,P011,R04,210,0,166
415,2025-07-05,P011,R05,219,0,178
416,2025-07-05,P012,R01,236,0,148
417,2025-07-05,P012,R02,248,0,162
418,2025-07-05,P012,R03,289,0,229
419,2025-07-05,P012,R04,202,0,116
420,2025-07-05,P012,R05,272,0,186
421,2025-07-05,P013,R01,217,0,156
422,2025-07-05,P013,R02,217,0,149
423,2025-07-05,P013,R03,209,0,144
424,2025-07-05,P013,R04,201,0,130
425,2025-07-05,P013,R05,218,0,154
426,2025-07-05,P014,R01,171,0,118
427,2025-07-05,P014,R02,151,0,99
428,2025-07-05,P014,R03,159,0,111
429,2025-07-05,P014,R04,156,0,107
430,2025-07-05,P014,R05,153,0,107
431,2025-07-05,P015,R01,210,0,89
432,2025-07-05,P015,R02,193,0,72
433,2025-07-05,P015,R03,218,0,106
434,2025-07-05,P015,R04,281,0,185
435,2025-07-05,P015,R05,236,0,137
436,2025-07-05,P016,R01,247,0,155
437,2025-07-05,P016,R02,250,0,158
438,2025-07-05,P016,R03,247,0,143
439,2025-07-05,P016,R04,228,0,120
440,2025-07-05,P016,R05,235,0,135
441,2025-07-05,P017,R01,199,0,114
442,2025-07-05,P017,R02,209,0,133
443,2025-07-05,P017,R03,200,0,129
444,2025-07-05,P017,R04,209,0,133
445,2025-07-05,P017,R05,192,0,116
446,2025-07-05,P018,R01,102,0,60
447,2025-07-05,P018,R02,124,0,79
448,2025-07-05,P018,R03,111,0,71
449,2025-07-05,P018,R04,125,0,84
450,2025-07-05,P018,R05,109,0,62
451,2025-07-06,P001,R01,387,0,166
452,2025-07-06,P001,R02,519,0,140
453,2025-07-06,P001,R03,405,0,226
454,2025-07-06,P001,R04,764,0,443
455,2025-07-06,P001,R05,282,976,1014
456,2025-07-06,P002,R01,246,0,92
457,2025-07-06,P002,R02,212,673,724
458,2025-07-06,P002,R03,217,576,653
459,2025-07-06,P002,R04,241,0,102
460,2025-07-06,P002,R05,238,685,767
461,2025-07-06,P003,R01,152,472,500
462,2025-07-06,P003,R02,157,484,524
463,2025-07-06,P003,R03,131,453,472
464,2025-07-06,P003,R04,132,473,505
465,2025-07-06,P003,R05,142,464,512
466,2025-07-06,P004,R01,146,392,443
467,2025-07-06,P004,R02,137,397,453
468,2025-07-06,P004,R03,153,0,73
469,2025-07-06,P004,R04,131,362,399
470,2025-07-06,P004,R05,129,405,446
471,2025-07-06,P005,R01,423,1316,1499
472,2025-07-06,P005,R02,185,1270,1150
473,2025-07-06,P005,R03,333,1249,1313
474,2025-07-06,P005,R04,1175,0,805
475,2025-07-06,P005,R05,404,1346,1455
476,2025-07-06,P006,R01,159,756,746
477,2025-07-06,P006,R02,125,684,617
478,2025-07-06,P006,R03,153,650,650
479,2025-07-06,P006,R04,176,791,790
480,2025-07-06,P006,R05,200,741,774
481,2025-07-06,P007,R01,95,329,340
482,2025-07-06,P007,R02,99,348,364
483,2025-07-06,P007,R03,58,289,277
484,2025-07-06,P007,R04,64,296,291
485,2025-07-06,P007,R05,70,324,313
486,2025-07-06,P008,R01,168,0,104
487,2025-07-06,P008,R02,275,0,226
488,2025-07-06,P008,R03,185,0,116
489,2025-07-06,P008,R04,155,0,92
490,2025-07-06,P008,R05,215,0,155
491,2025-07-06,P009,R01,190,0,135
492,2025-07-06,P009,R02,195,0,150
493,2025-07-06,P009,R03,205,0,149
494,2025-07-06,P009,R04,189,0,130
495,2025-07-06,P009,R05,205,0,160
496,2025-07-06,P010,R01,138,0,105
497,2025-07-06,P010,R02,142,0,106
498,2025-07-06,P010,R03,150,0,109
499,2025-07-06,P010,R04,134,0,90
500,2025-07-06,P010,R05,157,0,120
501,2025-07-06,P011,R01,166,0,118
502,2025-07-06,P011,R02,161,0,122
503,2025-07-06,P011,R03,165,0,117
504,2025-07-06,P011,R04,166,0,119
505,2025-07-06,P011,R05,178,0,138
506,2025-07-06,P012,R01,148,428,492
507,2025-07-06,P012,R02,162,0,74
508,2025-07-06,P012,R03,229,0,167
509,2025-07-06,P012,R04,116,422,431
510,2025-07-06,P012,R05,186,0,112
511,2025-07-06,P013,R01,156,0,95
512,2025-07-06,P013,R02,149,0,90
513,2025-07-06,P013,R03,144,0,82
514,2025-07-06,P013,R04,130,0,71
515,2025-07-06,P013,R05,154,0,86
516,2025-07-06,P014,R01,118,0,67
517,2025-07-06,P014,R02,99,0,58
518,2025-07-06,P014,R03,111,0,58
519,2025-07-06,P014,R04,107,0,59
520,2025-07-06,P014,R05,107,0,56
521,2025-07-06,P015,R01,89,434,407
522,2025-07-06,P015,R02,72,480,424
523,2025-07-06,P015,R03,106,467,480
524,2025-07-06,P015,R04,185,0,94
525,2025-07-06,P015,R05,137,434,472
526,2025-07-06,P016,R01,155,419,467
527,2025-07-06,P016,R02,158,469,517
528,2025-07-06,P016,R03,143,473,529
529,2025-07-06,P016,R04,120,436,464
530,2025-07-06,P016,R05,135,429,461
531,2025-07-06,P017,R01,114,385,429
532,2025-07-06,P017,R02,133,339,398
533,2025-07-06,P017,R03,129,348,388
534,2025-07-06,P017,R04,133,374,416
535,2025-07-06,P017,R05,116,324,364
536,2025-07-06,P018,R01,60,183,192
537,2025-07-06,P018,R02,79,0,31
538,2025-07-06,P018,R03,71,210,236
539,2025-07-06,P018,R04,84,0,37
540,2025-07-06,P018,R05,62,199,214
541,2025-07-07,P001,R01,166,922,911
542,2025-07-07,P001,R02,140,954,788
543,2025-07-07,P001,R03,226,945,1019
544,2025-07-07,P001,R04,443,0,171
545,2025-07-07,P001,R05,1014,0,855
546,2025-07-07,P002,R01,92,610,584
547,2025-07-07,P002,R02,724,0,621
548,2025-07-07,P002,R03,653,0,554
549,2025-07-07,P002,R04,102,591,592
550,2025-07-07,P002,R05,767,0,654
551,2025-07-07,P003,R01,500,0,410
552,2025-07-07,P003,R02,524,0,448
553,2025-07-07,P003,R03,472,0,395
554,2025-07-07,P003,R04,505,0,422
555,2025-07-07,P003,R05,512,0,422
556,2025-07-07,P004,R01,443,0,363
557,2025-07-07,P004,R02,453,0,383
558,2025-07-07,P004,R03,73,368,376
559,2025-07-07,P004,R04,399,0,336
560,2025-07-07,P004,R05,446,0,382
561,2025-07-07,P005,R01,1499,0,1304
562,2025-07-07,P005,R02,1150,0,925
563,2025-07-07,P005,R03,1313,0,1071
564,2025-07-07,P005,R04,805,0,515
565,2025-07-07,P005,R05,1455,0,1181
566,2025-07-07,P006,R01,746,0,609
567,2025-07-07,P006,R02,617,0,475
568,2025-07-07,P006,R03,650,0,531
569,2025-07-07,P006,R04,790,0,641
570,2025-07-07,P006,R05,774,0,640
571,2025-07-07,P007,R01,340,0,274
572,2025-07-07,P007,R02,364,0,303
573,2025-07-07,P007,R03,277,0,218
574,2025-07-07,P007,R04,291,0,233
575,2025-07-07,P007,R05,313,0,259
576,2025-07-07,P008,R01,104,391,449
577,2025-07-07,P008,R02,226,0,191
578,2025-07-07,P008,R03,116,352,414
579,2025-07-07,P008,R04,92,369,414
580,2025-07-07,P008,R05,155,0,117
581,2025-07-07,P009,R01,135,0,100
582,2025-07-07,P009,R02,150,0,110
583,2025-07-07,P009,R03,149,0,112
584,2025-07-07,P009,R04,130,0,85
585,2025-07-07,P009,R05,160,0,125
586,2025-07-07,P010,R01,105,0,73
587,2025-07-07,P010,R02,106,0,76
588,2025-07-07,P010,R03,109,0,77
589,2025-07-07,P010,R04,90,0,63
590,2025-07-07,P010,R05,120,0,90
591,2025-07-07,P011,R01,118,0,84
592,2025-07-07,P011,R02,122,0,88
593,2025-07-07,P011,R03,117,0,79
594,2025-07-07,P011,R04,119,0,79
595,2025-07-07,P011,R05,138,0,106
596,2025-07-07,P012,R01,492,0,430
597,2025-07-07,P012,R02,74,419,425
598,2025-07-07,P012,R03,167,0,106
599,2025-07-07,P012,R04,431,0,366
600,2025-07-07,P012,R05,112,412,470
601,2025-07-07,P013,R01,95,299,351
602,2025-07-07,P013,R02,90,288,337
603,2025-07-07,P013,R03,82,326,361
604,2025-07-07,P013,R04,71,302,329
605,2025-07-07,P013,R05,86,332,368
606,2025-07-07,P014,R01,67,248,280
607,2025-07-07,P014,R02,58,253,271
608,2025-07-07,P014,R03,58,247,268
609,2025-07-07,P014,R04,59,236,255
610,2025-07-07,P014,R05,56,247,267
611,2025-07-07,P015,R01,407,0,312
612,2025-07-07,P015,R02,424,0,323
613,2025-07-07,P015,R03,480,0,413
614,2025-07-07,P015,R04,94,423,455
615,2025-07-07,P015,R05,472,0,390
616,2025-07-07,P016,R01,467,0,389
617,2025-07-07,P016,R02,517,0,445
618,2025-07-07,P016,R03,529,0,461
619,2025-07-07,P016,R04,464,0,383
620,2025-07-07,P016,R05,461,0,380
621,2025-07-07,P017,R01,429,0,358
622,2025-07-07,P017,R02,398,0,335
623,2025-07-07,P017,R03,388,0,326
624,2025-07-07,P017,R04,416,0,361
625,2025-07-07,P017,R05,364,0,310
626,2025-07-07,P018,R01,192,0,158
627,2025-07-07,P018,R02,31,190,189
628,2025-07-07,P018,R03,236,0,206
629,2025-07-07,P018,R04,37,213,211
630,2025-07-07,P018,R05,214,0,179
631,2025-07-08,P001,R01,911,0,755
632,2025-07-08,P001,R02,788,0,530
633,2025-07-08,P001,R03,1019,0,857
634,2025-07-08,P001,R04,171,989,909
635,2025-07-08,P001,R05,855,0,667
636,2025-07-08,P002,R01,584,0,483
637,2025-07-08,P002,R02,621,0,507
638,2025-07-08,P002,R03,554,0,438
639,2025-07-08,P002,R04,592,0,481
640,2025-07-08,P002,R05,654,0,556
641,2025-07-08,P003,R01,410,0,330
642,2025-07-08,P003,R02,448,0,368
643,2025-07-08,P003,R03,395,0,307
644,2025-07-08,P003,R04,422,0,329
645,2025-07-08,P003,R05,422,0,342
646,2025-07-08,P004,R01,363,0,289
647,2025-07-08,P004,R02,383,0,318
648,2025-07-08,P004,R03,376,0,297
649,2025-07-08,P004,R04,336,0,260
650,2025-07-08,P004,R05,382,0,311
651,2025-07-08,P005,R01,1304,0,1091
652,2025-07-08,P005,R02,925,0,676
653,2025-07-08,P005,R03,1071,0,844
654,2025-07-08,P005,R04,515,0,159
655,2025-07-08,P005,R05,1181,0,948
656,2025-07-08,P006,R01,609,0,474
657,2025-07-08,P006,R02,475,0,321
658,2025-07-08,P006,R03,531,0,390
659,2025-07-08,P006,R04,641,0,505
660,2025-07-08,P006,R05,640,0,509
